coder,system,primitive,present
J3_GEMINI,S4,M2,0
J3_GEMINI,S4,M3,1
J3_GEMINI,S4,M4,1
J3_GEMINI,S4,W1,0
J3_GEMINI,S4,W2,1
J3_GEMINI,S4,W3,1
J3_GEMINI,S4,W4,1
J3_GEMINI,S4,S1,0
J3_GEMINI,S4,S2,0
J3_GEMINI,S4,S3,0
J3_GEMINI,S4,S4,0
J3_GEMINI,S4,CO1,1
J3_GEMINI,S4,CO2,1
J3_GEMINI,S4,CO3,0
J3_GEMINI,S4,CO4,1
J3_GEMINI,S4,N1,1
J3_GEMINI,S4,N2,1
J3_GEMINI,S4,N3,1
J3_GEMINI,S4,N4,0
J3_GEMINI,S4,N5,1
J3_GEMINI,S5,C1,0
J3_GEMINI,S5,C2,1
J3_GEMINI,S5,C3,0
J3_GEMINI,S5,C4,1
J3_GEMINI,S5,C5,0
J3_GEMINI,S5,I1,0
J3_GEMINI,S5,I2,1
J3_GEMINI,S5,I3,1
J3_GEMINI,S5,I4,1
J3_GEMINI,S5,T1,0
J3_GEMINI,S5,T2,0
J3_GEMINI,S5,T3,0
J3_GEMINI,S5,T4,1
J3_GEMINI,S5,M1,1
J3_GEMINI,S5,M2,0
J3_GEMINI,S5,M3,0
J3_GEMINI,S5,M4,1
J3_GEMINI,S5,W1,1
J3_GEMINI,S5,W2,1
J3_GEMINI,S5,W3,1
J3_GEMINI,S5,W4,1
J3_GEMINI,S5,S1,0
J3_GEMINI,S5,S2,0
J3_GEMINI,S5,S3,0
J3_GEMINI,S5,S4,0
J3_GEMINI,S5,CO1,0
J3_GEMINI,S5,CO2,1
J3_GEMINI,S5,CO3,0
J3_GEMINI,S5,CO4,0
J3_GEMINI,S5,N1,0
J3_GEMINI,S5,N2,0
J3_GEMINI,S5,N3,0
J3_GEMINI,S5,N4,0
J3_GEMINI,S5,N5,0
J3_GEMINI,S6,C1,0
J3_GEMINI,S6,C2,0
J3_GEMINI,S6,C3,0
J3_GEMINI,S6,C4,0
J3_GEMINI,S6,C5,0
J3_GEMINI,S6,I1,1
J3_GEMINI,S6,I2,1
J3_GEMINI,S6,I3,1
J3_GEMINI,S6,I4,1
J3_GEMINI,S6,T1,0
J3_GEMINI,S6,T2,1
J3_GEMINI,S6,T3,0
J3_GEMINI,S6,T4,1
J3_GEMINI,S6,M1,1
J3_GEMINI,S6,M2,1
J3_GEMINI,S6,M3,1
J3_GEMINI,S6,M4,1
J3_GEMINI,S6,W1,1
J3_GEMINI,S6,W2,1
J3_GEMINI,S6,W3,1
J3_GEMINI,S6,W4,0
J3_GEMINI,S6,S1,1
J3_GEMINI,S6,S2,1
J3_GEMINI,S6,S3,1
J3_GEMINI,S6,S4,1
J3_GEMINI,S6,CO1,1
J3_GEMINI,S6,CO2,1
J3_GEMINI,S6,CO3,0
J3_GEMINI,S6,CO4,1
J3_GEMINI,S6,N1,1
J3_GEMINI,S6,N2,0
J3_GEMINI,S6,N3,1
J3_GEMINI,S6,N4,0
J3_GEMINI,S6,N5,1
J3_GEMINI,S7,C1,1
J3_GEMINI,S7,C2,1
J3_GEMINI,S7,C3,1
J3_GEMINI,S7,C4,1
J3_GEMINI,S7,C5,0
J3_GEMINI,S7,I1,1
J3_GEMINI,S7,I2,1
J3_GEMINI,S7,I3,1
J3_GEMINI,S7,I4,1
J3_GEMINI,S7,T1,1
J3_GEMINI,S7,T2,1
J3_GEMINI,S7,T3,1
J3_GEMINI,S7,T4,1
J3_GEMINI,S7,M1,1
J3_GEMINI,S7,M2,1
J3_GEMINI,S7,M3,1
J3_GEMINI,S7,M4,1
J3_GEMINI,S7,W1,1
J3_GEMINI,S7,W2,1
J3_GEMINI,S7,W3,1
J3_GEMINI,S7,W4,1
J3_GEMINI,S7,S1,1
J3_GEMINI,S7,S2,1
J3_GEMINI,S7,S3,1
J3_GEMINI,S7,S4,0
J3_GEMINI,S7,CO1,1
J3_GEMINI,S7,CO2,0
J3_GEMINI,S7,CO3,0
J3_GEMINI,S7,CO4,1
J3_GEMINI,S7,N1,1
J3_GEMINI,S7,N2,0
J3_GEMINI,S7,N3,1
J3_GEMINI,S7,N4,1
J3_GEMINI,S7,N5,1
J3_GEMINI,S8,C1,1
J3_GEMINI,S8,C2,1
J3_GEMINI,S8,C3,0
J3_GEMINI,S8,C4,1
J3_GEMINI,S8,C5,0
J3_GEMINI,S8,I1,1
J3_GEMINI,S8,I2,1
J3_GEMINI,S8,I3,1
J3_GEMINI,S8,I4,0
J3_GEMINI,S8,T1,1
J3_GEMINI,S8,T2,1
J3_GEMINI,S8,T3,1
J3_GEMINI,S8,T4,1
J3_GEMINI,S8,M1,1
J3_GEMINI,S8,M2,1
J3_GEMINI,S8,M3,0
J3_GEMINI,S8,M4,1
J3_GEMINI,S8,W1,1
J3_GEMINI,S8,W2,1
J3_GEMINI,S8,W3,1
J3_GEMINI,S8,W4,1
J3_GEMINI,S8,S1,1
J3_GEMINI,S8,S2,0
J3_GEMINI,S8,S3,1
J3_GEMINI,S8,S4,1
J3_GEMINI,S8,CO1,0
J3_GEMINI,S8,CO2,0
J3_GEMINI,S8,CO3,0
J3_GEMINI,S8,CO4,0
J3_GEMINI,S8,N1,1
J3_GEMINI,S8,N2,0
J3_GEMINI,S8,N3,1
J3_GEMINI,S8,N4,0
J3_GEMINI,S8,N5,1
J3_GEMINI,S9,C1,1
J3_GEMINI,S9,C2,1
J3_GEMINI,S9,C3,1
J3_GEMINI,S9,C4,1
J3_GEMINI,S9,C5,1
J3_GEMINI,S9,I1,1
J3_GEMINI,S9,I2,0
J3_GEMINI,S9,I3,1
J3_GEMINI,S9,I4,1
J3_GEMINI,S9,T1,0
J3_GEMINI,S9,T2,0
J3_GEMINI,S9,T3,0
J3_GEMINI,S9,T4,0
J3_GEMINI,S9,M1,1
J3_GEMINI,S9,M2,1
J3_GEMINI,S9,M3,1
J3_GEMINI,S9,M4,1
J3_GEMINI,S9,W1,1
J3_GEMINI,S9,W2,1
J3_GEMINI,S9,W3,1
J3_GEMINI,S9,W4,1
J3_GEMINI,S9,S1,0
J3_GEMINI,S9,S2,0
J3_GEMINI,S9,S3,0
J3_GEMINI,S9,S4,0
J3_GEMINI,S9,CO1,1
J3_GEMINI,S9,CO2,1
J3_GEMINI,S9,CO3,0
J3_GEMINI,S9,CO4,0
J3_GEMINI,S9,N1,0
J3_GEMINI,S9,N2,0
J3_GEMINI,S9,N3,0
J3_GEMINI,S9,N4,0
J3_GEMINI,S9,N5,0
J3_GEMINI,S10,C1,1
J3_GEMINI,S10,C2,1
J3_GEMINI,S10,C3,1
J3_GEMINI,S10,C4,1
J3_GEMINI,S10,C5,0
J3_GEMINI,S10,I1,1
J3_GEMINI,S10,I2,1
J3_GEMINI,S10,I3,1
J3_GEMINI,S10,I4,1
J3_GEMINI,S10,T1,1
J3_GEMINI,S10,T2,1
J3_GEMINI,S10,T3,1
J3_GEMINI,S10,T4,0
J3_GEMINI,S10,M1,1
J3_GEMINI,S10,M2,1
J3_GEMINI,S10,M3,1
J3_GEMINI,S10,M4,1
J3_GEMINI,S10,W1,1
J3_GEMINI,S10,W2,1
J3_GEMINI,S10,W3,1
J3_GEMINI,S10,W4,1
J3_GEMINI,S10,S1,1
J3_GEMINI,S10,S2,1
J3_GEMINI,S10,S3,1
J3_GEMINI,S10,S4,0
J3_GEMINI,S10,CO1,1
J3_GEMINI,S10,CO2,1
J3_GEMINI,S10,CO3,1
J3_GEMINI,S10,CO4,1
J3_GEMINI,S10,N1,0
J3_GEMINI,S10,N2,1
J3_GEMINI,S10,N3,1
J3_GEMINI,S10,N4,1
J3_GEMINI,S10,N5,1
